english_canonical,devanagari,main_id,main_name_np,main_name_en,sub_id,sub_name_np,sub_name_en,variations,confidence,notes
Surnames,सुर्नामेस,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AACHARYA,आचार्या,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",medium,"Suffix pattern: -acharya"
AAFRIN,आफृन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AALA,आला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AALAM,आलाम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AALEMAGAR,आलेमागार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AASHISH,आशिश,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AATREYA,आत्रेया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AAUJI,आउजि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AAZAD,आजाद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHAJU,अचाजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHARAYA,अचाराया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHARJ,अचार्ज,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHARJU,अचार्जु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHARY,अचार्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHARYA,आचार्य,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Acharya",high,"Hill Bahun priest"
ACHARYANI,अचार्यानि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHAYA,अचाया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHAYRA,अचाय्रा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHHAMI,अछामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ACHRYA,अच्र्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHAKARE,अधाकारे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHAKARI,अधाकाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHIAKARI,अधिअकाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHIAKRI,अधिअकृ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHIKAARI,अधिकाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHIKAR,अधिकार,5,नेवार,Newar,503,निम्न नेवार,Lower Newar,"",medium,"Suffix pattern: -kar"
ADHIKAREE,अधिकारी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHIKARI,अधिकारी,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Adhikari",high,"Hill Bahun"
ADHIKARY,अधिकारी,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Adhikari",high,"Hill Bahun"
ADHIKRI,अधिकृ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHIRKI,अधिर्कि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADHKARI,अध्काऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADIGA,अदिगा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADIHARI,अदिहाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADKHIKARI,अद्खिकाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ADUWA,अदुवा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AERI,अएऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AFROJ,अफ्रोज,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AFTAB,अफ्ताब,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AGANJA,अगान्जा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AGARAWAL,अगारावाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
AGARWA,अगार्वा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AGARWAL,अग्रवाल,7,अन्य सामाजिक समूह,Other Social Groups,701,मारवाडी/बनिया,Marwadi/Bania,"Agrawal, Agarwal",high,"Marwadi business"
AGASTI,अगास्ति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AGAWAL,अगावाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
AGRAHARI,अग्राहाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AGRAWAL,अग्रवाल,7,अन्य सामाजिक समूह,Other Social Groups,701,मारवाडी/बनिया,Marwadi/Bania,"Agrawal, Agarwal",high,"Marwadi business"
AGRWAL,अग्र्वाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
AHAMAD,अहामाद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHAMED,अहामेद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHBED,अह्बेद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHDIKARI,अह्दिकाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHEMAD,अहेमाद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHIDKARI,अहिद्काऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHIKARI,अहिकाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHIR,अहिर,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHIRIN,अहिऋन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHMAD,अह्माद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AHMED,अह्मेद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AIDEE,ऐदी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AIDI,ऐदि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AIR,ऐर,1,खस-आर्य,Khas-Arya,102,क्षेत्री,Chhetri,"Ayer, Air",high,"Chhetri"
AIREE,ऐरी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AIRI,ऐऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AJAKHYA,अजाख्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AJAM,अजाम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AKHELI,अखेलि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AKHILESHOR,अखिलेशोर,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AKHTAR,अख्तार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ALAM,अलाम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ALE,आले,2,आदिवासी जनजाति,Adivasi Janajati,204,मगर,Magar,"Ale",high,"Magar"
ALEMAGAR,अलेमागार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ALEY,अलेय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ALI,अलि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ALIMIYA,अलिमिया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AMAJYA,अमाज्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AMATYA,अमात्य,5,नेवार,Newar,501,उच्च नेवार,Upper Newar,"Amatya",high,"Newar nobility"
AMGAI,अम्गै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AMGAIN,अम्गैन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AMGATI,अम्गाति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AMMAY,अम्माय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANAND,अनान्द,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANGBO,अङ्बो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANGBUHANG,अङ्बुहाङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANGDEMBE,अङ्देम्बे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANGENI,अङेनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANGTHUPO,अङ्थुपो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANSARI,अंसारी,6,मुस्लिम,Muslims,601,मुस्लिम,Muslim,"Ansari",high,"Muslim"
ANU,अनु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ANWAR,अन्वार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARAYAL,अरायाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARCHARYA,अर्चार्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARGARIYA,अर्गाऋया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARJEL,अर्जेल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARJYAL,अर्ज्याल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARYA,अर्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ARYAL,अर्याल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Aryal",high,"Hill Bahun"
ASHAFAK,अशाफाक,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ASHRAF,अश्राफ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ASMA,अस्मा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ATAL,अताल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ATREYA,अत्रेया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ATREYEE,अत्रेयी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ATRI,अत्रि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
ATTREYA,अट्ट्रेया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AVILASHA,अविलाशा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AWAEE,अवाई,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AWAL,अवाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
AWALE,आवाले,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AWASTHI,अवास्थि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AWOSTHI,अवोस्थि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AYER,ऐर,1,खस-आर्य,Khas-Arya,102,क्षेत्री,Chhetri,"Ayer, Air",high,"Chhetri"
AYRI,अयृ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AYUB,अयुब,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AZAD,अजाद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
AZIZ,अजिज,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
B.C,ब्च,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
B.C.,ब्च,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
B.K,विश्वकर्मा,4,दलित,Dalit,401,पहाडी दलित,Hill Dalit,"Bishwakarma, BK, Kami",high,"Hill Dalit (Kami)"
B.K.,विश्वकर्मा,4,दलित,Dalit,401,पहाडी दलित,Hill Dalit,"Bishwakarma, BK, Kami",high,"Hill Dalit (Kami)"
BAAHYAL,बाह्याल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BABU,बाबु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BACHHAWAI,बाछावै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADA,बादा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADAHI,बादाहि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADAILA,बादैला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADAL,बादाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADE,बादे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADGAMI,बाद्गामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADHU,बाधु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADHYA,बाध्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADHYO,बाध्यो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADRUDOZA,बादृदोजा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADU,बादु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BADUWAL,बादुवाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BAG,बाग,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGA,बागा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGADAIYA,बागादैया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGADIA,बागादिअ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGADIYA,बागादिया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGAJAIN,बागाजैन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGALA,बागाला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGALE,बागाले,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGARIYA,बागाऋया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGCHAND,बाग्चान्द,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGDIYA,बाग्दिया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGELA,बागेला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGGA,बाग्गा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAGLE,वाग्ले,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Wagle, Bagle",high,"Hill Bahun"
BAGWAN,बाग्वान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHETI,बाहेति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHETY,बाहेत्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHNDARI,बाह्न्दाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHRATI,बाह्राति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHTT,बाह्ट्ट,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHTTA,बाह्ट्टा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHTTACHAN,बाह्ट्टाचान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAHTTARAI,बाह्ट्टारै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAIDAR,बैदार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAIDAWAR,बैदावार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAIDHAYA,बैधाया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAIDHYA,बैध्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAIDIK,बैदिक,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAIDYA,बैद्य,5,नेवार,Newar,503,निम्न नेवार,Lower Newar,"Baidya",high,"Newar physician caste"
BAIJU,बैजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAISALI,बैसालि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAISH,बैश,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAISHAY,बैशाय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAISHYA,बैश्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAISYAT,बैस्यात,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAISYET,बैस्येत,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAITHA,बैथा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAITYA,बैत्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJAGAI,बाजागै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJAGAIN,बाजागैन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJAJ,बाजाज,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJDRACHARYA,बाज्द्राचार्या,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",medium,"Suffix pattern: -acharya"
BAJGAI,बाज्गै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJGAIN,बाज्गैन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJIKO,बाजिको,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJIMAYA,बाजिमाया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJIMAYO,बाजिमायो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJPAYEE,बाज्पायी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACAHARYA,बाज्राचाहार्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACAHRYA,बाज्राचाह्र्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACHARAY,बाज्राचाराय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACHARY,बाज्राचार्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACHARYA,बज्राचार्य,5,नेवार,Newar,501,उच्च नेवार,Upper Newar,"Bajracharya, Vajracharya",high,"Newar Buddhist priest"
BAJRACHAYA,बाज्राचाया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACHAYRA,बाज्राचाय्रा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRACHRYA,बाज्राच्र्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJRCHARYA,बाज्र्चार्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAJYU,बाज्यु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAKEY,बाकेय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAKHADYO,बाखाद्यो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAKHATI,बाखाति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAKHREL,बाख्रेल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAKHU,बाखु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAKHUNCHHE,बाखुन्छे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAL,बाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALA,बाला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALAL,बालाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALAMI,बालामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALAMPAKI,बालाम्पाकि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALAYA,बालाया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALAYAR,बालायार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BALLA,बाल्ला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
