english_canonical,devanagari,main_id,main_name_np,main_name_en,sub_id,sub_name_np,sub_name_en,variations,confidence,notes
MANANAHDR,मानानाह्द्र,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANANDAHR,मानान्दाह्र,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANANDAR,मानान्दार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANANDHAR,मानन्धर,5,नेवार,Newar,502,ज्यापु/महार्जन,Jyapu/Maharjan,"Manandhar, मानन्धर(कर्माचार्य), मानन्धर(नकर्मी)",high,"Newar Jyapu/oil-presser"
MANANDHR,मानान्ध्र,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANANHDAR,मानान्ह्दार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANDAL,मण्डल,3,मधेशी,Madhesi,302,मधेशी मध्यम जाति,Madhesi Middle Caste,"Mandal",high,"Madhesi"
MANDAR,मान्दार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANDAU,मान्दौ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANDEL,मान्देल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANGARATI,माङाराति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANGMU,माङ्मु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANI,मानि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANJAN,मान्जान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANJHI,मान्झि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANNADHAR,माण्णाधार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANNDHAR,माण्ण्धार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANNI,माण्णि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANSOOR,मान्सूर,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANSUR,मान्सुर,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANSURI,मान्सुऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MANU,मानु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARAHATA,माराहाता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARAHATHA,माराहाथा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARAHATTA,माराहाट्टा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARAHATTHA,माराहाट्ट्हा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARAR,मारार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARASAINI,मारासैनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARASEENI,मारासीनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARASENI,मारासेनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARASINE,मारासिने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARASINI,मारासिनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARATHA,माराथा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARATTHA,माराट्ट्हा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARHAJAN,मार्हाजान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARHATTA,मार्हाट्टा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARIKHU,माऋखु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARITA,माऋता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARKHU,मार्खु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARSAINI,मार्सैनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARSANI,मार्सानि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARSHAINE,मार्शैने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARU,मारु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARWADI,मार्वादि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARWADY,मार्वाद्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MARWARI,मार्वाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MASHAL,माशाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MASKAY,मास्काय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MASKE,मास्के,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MASKEY,मास्केय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MASTO,मास्तो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MATANG,माताङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MATHEMA,माथेमा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MAURYA,मौर्या,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MAUWAR,मौवार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MECHE,मेचे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MEHATA,मेहाता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MEHTA,मेह्ता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MEJAR,मेजार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MEJU,मेजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
METHA,मेथा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MEYJU,मेय्जु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MHAT,म्हात,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MIJAR,मिजार,4,दलित,Dalit,401,पहाडी दलित,Hill Dalit,"Mijar",high,"Hill Dalit"
MIKCHAN,मिक्चान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MIKRANI,मिक्रानि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MINDA,मिन्दा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MINNAT,मिण्णात,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MISHAR,मिशार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MISHRA,मिश्र,3,मधेशी,Madhesi,301,मधेशी उच्च जाति,Madhesi High Caste,"Mishra",high,"Maithil Brahmin"
MISHRE,मिश्रे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MISRA,मिस्रा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MITTAL,मिट्टाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MITTRUKA,मिट्टृका,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MIYA,मियाँ,6,मुस्लिम,Muslims,601,मुस्लिम,Muslim,"Miya, Miyan",high,"Muslim"
MIYAN,मियाँ,6,मुस्लिम,Muslims,601,मुस्लिम,Muslim,"Miya, Miyan",high,"Muslim"
MIZAR,मिजार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOCHI,मोचि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MODI,मोदि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOHAMED,मोहामेद,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOHAPAL,मोहापाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOHATA,मोहाता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOHPAL,मोह्पाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOHTA,मोह्ता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOJAMIL,मोजामिल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOKTAN,मोक्तान,2,आदिवासी जनजाति,Adivasi Janajati,206,तमाङ,Tamang,"Moktan",high,"Tamang clan"
MOOL,मूल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MORE,मोरे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOTE,मोते,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MOTRA,मोत्रा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDAVARI,मुदावाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDAWARI,मुदावाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDBARI,मुद्बाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDBHARI,मुद्भाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDBHARY,मुद्भार्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDHARY,मुधार्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDHBARI,मुध्बाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDVARI,मुद्वाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUDVARY,मुद्वार्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUGARATI,मुगाराति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUIL,मुइल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUKARUNG,मुकारुङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUKHERJEE,मुखेर्जी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUKHIA,मुखिअ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUKHIYA,मुखिया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUKTAN,मुक्तान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUL,मुल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MULAMI,मुलामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MULEPATI,मुलेपाति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MULGUTHI,मुल्गुथि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MULL,मुल्ल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MULMI,मुल्मि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MULPATI,मुल्पाति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNAKARMI,मुनाकार्मि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNANKAMI,मुनान्कामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNANKARMI,मुनान्कार्मि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNANKARMY,मुनान्कार्म्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNDRA,मुन्द्रा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNGRATI,मुङ्राति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUNIKAR,मुनिकार,5,नेवार,Newar,503,निम्न नेवार,Lower Newar,"",medium,"Suffix pattern: -kar"
MUNUNKARMI,मुनुन्कार्मि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MURAKA,मुराका,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MURARKA,मुरार्का,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MURMU,मुर्मु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUSAHAR,मुसहर,4,दलित,Dalit,402,तराई दलित,Tarai Dalit,"Musahar",high,"Tarai Dalit"
MUSALMAN,मुसाल्मान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUSHYAKHOW,मुश्याखोव,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUSHYAKHWO,मुश्याख्वो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUSLIM,मुस्लिम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUSYAJU,मुस्याजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
MUSYAKHWO,मुस्याख्वो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAAZ,नाज,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NADDAF,नाड्डाफ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAG,नाग,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAGAJU,नागाजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAGALIYA,नागालिया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAGARKOTI,नागार्कोति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAGERKOTI,नागेर्कोति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAGILA,नागिला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAHARKI,नाहार्कि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAHATA,नाहाता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAINAWOSTI,नैनावोस्ति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAIR,नैर,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAKAL,नाकाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAKAMI,नाकामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAKARMI,नकर्मी,5,नेवार,Newar,503,निम्न नेवार,Lower Newar,"Nakarmi",high,"Newar blacksmith"
NAKHAN,नाखान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAKRAMI,नाक्रामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAME,नामे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANDA,नान्दा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANDAN,नान्दान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANDANA,नान्दाना,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANDI,नान्दि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANDWANA,नान्द्वाना,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANJU,नान्जु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NANKHWA,नान्ख्वा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAPIT,नापित,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAR,नार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NARAKMI,नाराक्मि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NARAL,नाराल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NASHRINE,नाशृने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NATH,नाथ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAULA,नौला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAULAKHA,नौलाखा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAUPANA,नौपाना,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAUPANE,नौपाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAWAZ,नावाज,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAYABHA,नायाभा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAYAJU,नायाजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAYAK,नायाक,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAYAN,नायान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NAYAVA,नायावा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEAPLI,नेअप्लि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEAUPANE,नेऔपाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEGI,नेगि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEJPANE,नेज्पाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEJUPANE,नेजुपाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEKU,नेकु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEMABANG,नेमाबाङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEMBANG,नेम्बाङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEMKUL,नेम्कुल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEOPANE,नेओपाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEOUPANE,नेऔपाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEPAL,नेपाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEPALI,नेपाली,4,दलित,Dalit,401,पहाडी दलित,Hill Dalit,"Nepali",high,"Hill Dalit adopted surname"
NEROULA,नेरौला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NESHA,नेशा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEUAPNE,नेउअप्ने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEUPAL,नेउपाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEUPANE,न्यौपाने,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Neupane, Nyaupane",high,"Hill Bahun"
NEUPANI,नेउपानि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEURALLA,नेउराल्ला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEVATIA,नेवातिअ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEWA,नेवा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEWAR,नेवार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEWARNI,नेवार्नि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NEYPANE,नेय्पाने,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NGAKUSI,ङाकुसि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHAMAFUKI,न्हामाफुकि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHEMADHUKI,न्हेमाधुकि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHEMAPHUKI,न्हेमाफुकि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHEMHAFUKI,न्हेम्हाफुकि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHISUTU,न्हिसुतु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHUCHHE,न्हुछे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NHUCHHEN,न्हुछेन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NIAULA,निऔला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NIDAL,निदाल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
NIDHI,निधि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
